integrated_code,integrated_name,주요전공명,전문교과 관련 교과목,취업률_전체,취업률_남,취업률_여
384,원자력공학과,"원자력공학 개론, 핵공학개론, 원자로이론, 방사선공학, 원자 및 핵물리","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 세계문제와 미래 사회, 공업 일반, 원자력 발전 설비 운용, 프로그래밍",70.0,71.0,67.6
386,그래픽디자인과,"그래픽디자인, 편집디자인, 웹그래픽, 색채학, 타이포그래피","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",68.8,71.0,67.5
389,기타유럽어학과,"이탈리아 언어학개론, 포르투갈어 이해, 브라질 역사, 포르투갈 역사, 초급 폴란드어 회화, 실용헝가리어","전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구, 서양 조리",63.9,73.3,59.1
392,유전공학과,"유전공학, 유전자론, 유전자조작론, 현대생물학연습, 분자생물학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 생명과학, 생명과학 실험, 융합과학탐구, 과학과제연구, 생태와 환경, 공업 일반, 인간과 환경, 생명 공학 기술, 육종, 프로그래밍",65.9,69.3,63.0
393,유통경영과,"경영학원론, 소비자행동분석, 유통경제론, 마케팅원론, 유통관리, 데이터베이스","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
394,유통학과,"국제물류산업론, 유통론, 물류법규, 유통관리론, 무역업무론","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 상업경제, 유통 일반, 국제 상무, 비즈니스 영어, 커뮤니케이션, 무역 금융 업무, 전자 상거래 일반, 수출입 관리, 원산지 관리",64.6,67.3,61.8
395,음악과,"음악사, 음악이론, 청음, 화성학, 합주","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",65.8,67.3,64.7
396,음악학과,"대위법, 시창ᆞ청음, 합창, 화성법, 앙상블, 화성법","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",60.2,68.6,58.0
398,음향제작과,"기초음향학, 스피커기초, 음향시스템, 무대음향, 영상음향제작","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",75.3,79.8,69.5
399,응급구조과,"응급의학총론, 외상처치 및 실습, 인명구조, 외상응급처치학, 심전도개론","고급 생명과학, 생명과학 실험, 과학과제 연구, 체육 전공 실기 응용, 개인ᆞ대인 운동, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",77.2,72.5,79.0
402,의료보장구과,"의지 및 보조기학 개론, 의지보조기학, 의학용어, 인체해부학, 재활기초공학","고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학 과제 연구, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",75.0,75.2,74.8
404,의료정보공학과,"인체생리학, 생체신호처리, 의료정보학개론, C 프로그래밍, 전기전자회로","정보 과학, 과학 과제 연구, 빅데이터 분석, 정보 보호 관리, 정보 처리와 관리",74.1,75.7,72.7
405,의료정보시스템과,"보건의료정보학, 의료관계법규, 의료기관시스템관리론, 의무기록관리학, 의료정보관리학","정보 과학, 과학 과제 연구, 빅데이터 분석, 정보 보호 관리, 정보 처리와 관리",69.4,70.9,68.9
407,의류ᆞ의상학과,"의류직물학, 창작의상, 패션드로잉, 패션마케팅, 패션CAD","사회과제 연구, 사회탐구 방법, 비교문화, 융합과학탐구, 화학실험, 과학과제연구, 현대 세계의 변화, 드로잉, 평면조형, 입체조형, 매체미술, 색채관리, 컴퓨터그래픽, 디자인일반",68.5,73.0,67.5
408,의무행정과,"병원관리개론, 보건의료행정, 병원기획, 병원자료관리, 병원통계, 의무기록관리학","정보 과학, 과학 과제 연구, 빅데이터 분석, 정보 보호 관리, 정보 처리와 관리",69.4,70.9,68.9
414,의용공학과,"의용프로그래밍, 기초임상의학, 의용디지털공학 및 실험, 전자회로, 의료기기설계 및 실습","고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학과제 연구, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",74.1,75.7,72.7
418,이벤트연출과,"관광학원론, 이벤트개론, 이벤트 세미나, 이벤트 실무론, 공연 기획","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.7,71.8,68.9
423,부사관과,"군사학개론, 군대윤리, 군법, 국가안보론, 북한학","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학, 커뮤니케이션, 정보 보호 관리, 빅데이터 분석",66.7,69.6,64.8
424,문화인류학과,"문화변동의 이해, 체질인류학, 고고학 연구방법, 박물관의 이해","지역 이해, 비교 문화, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 문화콘텐츠 산업 일반, 빅데이터 분석",64.8,69.1,62.6
432,일본어과,"일본문화의이해, 일어강독, 일어문법, 일어작문, 일어회화","관광 일본어, 사회과제 연구, 사회문제 탐구, 전공기초 일본어, 관광 일본어, 일식 조리",48.3,52.8,45.6
434,일본학과,"동아세아 국제경제론, 일본경영론, 일본문화론, 일본사정, 일본사회구조론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",59.1,61.0,58.0
436,일어일문학과,"고급일본어문법, 고급일본어작문, 고급일본어회화, 일본현대소설입문, 초급일본어, 일본전통문화론","관광 일본어, 사회과제 연구, 사회문제 탐구, 전공기초 일본어, 관광 일본어, 일식 조리",54.2,54.5,54.0
437,임산공학과,"목재절삭, 목재해부학 및 실습, 목재화학, 임산공업역학, 임산학개론","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제연구, 생태와 환경, 정보과학, 임산 가공, 제조화학, 생명공학 기술, 산림자원",59.6,63.4,56.4
442,자동차공학과,"자동차공학기초, 자동차재료학, 동역학, 연소이론, 자동차기능학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 기계 제도, 자동차 일반, 자동차 기관, 자동차 전기ᆞ전자 제어, 자동차 엔진 정비, 자동차 차체 정비",71.5,71.4,73.2
443,자동차과,"자동차구조역학, 자동차새시, 자동차전기, 자동차전기이론, 재료역학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 기계 제도, 자동차 일반, 자동차 기관, 자동차 전기ᆞ전자 제어, 자동차 엔진 정비, 자동차 차체 정비",76.1,76.3,69.7
445,자동차정비과,"동차전자제어, 자동차정비실습, 자동차새시, 자동차고장진단, 디젤기관","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구, 기계 제도, 자동차 일반, 자동차 기관, 자동차 전기ᆞ전자 제어, 자동차 엔진 정비, 자동차 차체 정비",76.1,76.3,69.7
448,에너지자원공학과,"에너지공학, 응용자원지질, 석유가스공학 및 실험, 자원처리공학, 신재생에너지","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 생태와 환경, 과학과제연구, 공업 일반, 냉동 공조 설계, 프로그래밍",70.0,71.0,67.6
449,바이오동물과,"생명과학, 생물학실습, 실험동물학개론, 동물유전학, 생화학, 동물임상병리","고급생명과학, 생명과학 실험, 과학과제 연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",69.3,75.6,66.0
450,식물자원학과,"농업기상학, 야생식물학, 약용식물학, 자원식물재배학, 환경농학","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학 과제연구, 생태와 환경, 생명공학 기술, 인간과 환경, 환경 화학 기초, 친환경 농업, 농업 기초 기술",65.0,68.3,60.4
454,장례지도과,"장례심리학, 장례학개론, 장묘제도론, 회복기술학, 제례학개론, 장례식장경영론","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",69.1,71.2,68.2
456,재료공학과,"재료 과학, 유기재료 화학, 재료물리화학, 물리금속학, 재료 공정 제어","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 과학과제 연구, 공업 일반, 금속 열처리, 금속 재료 가공",73.4,75.1,69.1
457,재료과,"금속제도, 신소재공학, 원형제작, 주조공학, 반도체공정","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 과학과제연구, 공업 일반, 금속 열처리, 금속 재료 가공",74.9,75.6,50.0
459,전기공학과,"전기공학실험, 회로이론, 제어공학, 전자기학, 디지털회로","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기회로, 전기 기기, 전기 설비, 자동화 설비",63.3,63.6,61.2
460,전기ᆞ전자ᆞ통신공학교육과,"전기공학실험, 전기회로, 전자기학, 공업교육교과교육론, 전기이론교재연구","심화 수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학 탐구, 과학과제 연구, 전기 회로, 전기 기기, 전기 설비, 자동화 설비",57.8,58.7,57.0
461,전기과,"전기회로, 전기기기, 전력공학, 전기전자회로, 전기설비설계","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 회로, 전기 기기, 전기 설비, 자동화 설비",73.4,73.2,79.0
463,전기전자공학과,"전기자기학, 전자회로, 디지털회로설계, 프로그래밍응용, 전기전자실험","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전자 회로, 디지털 논리 회로, 산업용 전자 기기 소프트웨어 개발",71.5,71.9,69.9
464,전기전자과,"전력공학, 전자회로, 전지자기학, 계측 및 센서공학, 회로이론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 회로, 전기 기기, 전기 설비, 자동화 설비",71.0,71.3,67.6
465,전기제어공학과,"전기자기학, 디지털제어, 센서ᆞ계측공학, 마이크로프로세서공학, 전기전자재료","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",64.6,66.2,57.3
469,전자공학과,"디지털 통신, 물리전자공학, 신호 및 시스템, 컴퓨터프로그래밍, 회로이론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전자 회로, 디지털 논리 회로, 산업용 전자 기기 소프트웨어 개발",71.5,71.9,69.9
470,전자과,"회로이론, 전자회로, 전자기기 실험, 기초전자 실험, 디지털회로","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전자 회로, 디지털 논리 회로, 산업용 전자 기기 소프트웨어 개발",71.0,71.3,67.6
471,디지털미디어과,"멀티미디어실습, 콘텐츠와 저작권, 취재보도실습, 뉴미디어출판, 이북제작","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석",72.2,76.8,69.1
479,전통조리과,"영양학, 향토음식 이론 및 실습, 한식조리실습, 궁중요리실습, 전통한과실습, 식품학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
484,정밀화학과,"정밀화학, 정밀화학, 유기화학, 무기화학, 물리화학","고급화학, 화학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 환경화학 기초, 공업화학, 제조화학",67.3,70.8,64.4
486,인터넷정보학과,"컴퓨터 알고리즘, 멀티미디어 정보처리, 데이터베이스, 웹프로그래밍, 정보보호개론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리",72.2,73.0,70.2
488,정보보호학과,"논리회로, 이산수학, 인터넷 보안, 컴퓨터 네트워크, 보안관리","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리",72.2,73.0,70.2
489,스마트정보과,"인터넷마케팅, 회계기본, 프로그래밍기초, 전자상거래 시스템, 사무행정","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호 관리",68.1,68.9,64.9
490,정보통신공학과,"정보통신공학개론, 정보통신수학, 지능형 시스템, 데이터구조론, 디지털논리설계","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리",72.2,73.0,70.2
491,정보통신과,"정보통신개론, 정보통신기기, 디지털통신개론, 프로그래밍, 컴퓨터구조","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호 관리",68.1,68.9,64.9
492,정치외교학과,"외교정책론, 정치학개론, 한국외교론, 현대정치이론, 국제정치","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션",70.0,78.9,59.5
493,제과제빵과,"제과이론 및 실습, 제과제빵재료학, 제빵이론 및 실습, 케이크데코레이션, 식품학, 외식산업(제과점)창업 및 경영","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
494,제약공학과,"제약공학개론, 유기화학, 일반생물학, 약품분석화학, 생화학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 인간과 환경",65.9,69.3,63.0
495,제어계측공학과,"제어계측개론, 계측공학, 공업역학, 동역학, 디지털 제어공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",64.6,66.2,57.3
496,제어계측과,"전기회로, 프로그래밍, 제어시스템, 공업수학, 전력전자","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",72.2,71.7,78.6
498,제지공학과,"제지유기화학, 종이도공학 및 실험, 종이 물성학 및 실험, 초지공학 및 실험, 산림생태학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 환경 화학 기초, 인간과 환경, 환경 생태 관리, 수질 관리, 대기 관리, 폐기물 관리",75.2,77.6,69.7
499,제철금속과,"비철재료, 제선제강공학, 주조공학, 철강재료, 제철공학개론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",74.9,75.6,50.0
500,제품디자인과,"제품디자인, 제품디자인 그래픽스, 컴퓨터그래픽, 컴퓨터응용제도 캐드(CAD), 3D모델링","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",68.8,71.0,67.5
502,조경과,"조경계획, 조경스케치연습, 조경재료, 조경관리, 정원설계","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 인간과 환경, 조경, 조경식물 관리",81.9,84.1,79.4
503,조경학과,"공간환경학개론, 조경계획, 조경설계, 조경수목학, 조경시공","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 조경, 조경식물 관리, 인간과 환경",62.1,63.8,60.2
504,조리과학과,"조리과학, 조리실무론, 레스토랑관리론, 외식산업론, 외식마케팅","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학 과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",66.9,72.0,64.7
505,조선공학과,"조선공학설계입문, 응용유체역학, 선체구조해석, 선박저항추진론, 전산선박설계","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",80.2,83.1,68.1
507,조소학과,"미술재료학, 미술해부학, 소묘, 조각론, 현대조각론, 미술해부학, 조소","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.5,60.0,61.8
508,조형디자인학과,"관찰과 표현, 디자인론, 조형원리, 평면조형, 조형예술론","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.5,60.0,61.8
509,실용미술과,"기초드로잉, 서양미술사, 출판일러스트, 영상일러스트, 현대미술론","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",70.4,60.0,71.6
511,종교학과,"문화예술과 영성, 성서입문, 종교문화의 흐름, 종교학 입문, 한국종교사, 교회론","지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 빅데이터 분석",55.9,57.2,54.8
514,중국어과,"기초중국어정독, 기초중국어회화, 중국문화의 이해, 한중통역연습, 현대중국의 이해, 관광중국어","전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구, 관광 중국어, 중국 조리",62.6,70.5,60.2
516,중국학과,"중국어청취, 중국어회화, 중국어작문, 중국어독해, 중국학개론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",59.1,61.0,58.0
520,중어중문학과,"경전강독, 제자백가선독, 중국문학사, 중국어, 중국의 이해","전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구, 관광 중국어, 중국 조리",60.5,63.7,59.3
523,지구환경과학과,"지구환경과학, 지구의 이해, 기후학개론, 지구시스템진화, 바다의 탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경측정 관리",66.2,67.1,65.0
524,지구정보공학과,"공간정보공학입문, 도시 및 토지정보시스템, 원격탐사(RS), 지리정보시스템(GIS), 지구환경과학개론","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경",66.2,67.1,65.0
525,지구해양과학과,"지구물리학 및 실험, 해양학, 해양조사장비실습, 지질해양학, 생물해양학 및 실험","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",80.2,83.1,68.1
529,지리학과,"지형학, 한국지역연구, 경제지리학, 세계지역연구, 지리정보시스템","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원",66.2,67.1,65.0
531,지방행정과,"지방자치행정론, 행정학개론, 지방재정실무, 지역개발론, 지방정부론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회 과제 연구, 커뮤니케이션, 정보 처리와 관리 정보 보호 관리, 빅데이터 분석",66.7,69.6,64.8
532,디지털콘텐츠학과,"디지털콘텐츠, 모바일프로그래밍, 디지털 영상, 디지털 게임 스토리텔링, 웹 콘텐츠 기획","매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화, 미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현",68.6,69.4,66.8
533,지역개발학과,"지역사회개발론, 도시 및 지역경제론, 발전계획론, 지리정보체계론, 도시 및 지역계획법규","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",68.4,68.3,68.6
535,지적과,"지적법, 지적학, 도시계획, 지적행정실무, 측량수학, 지적 및 측량관계법규","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",61.2,62.5,58.8
536,지적학과,"지적CAD, 지적실무, 국토및도시계획, 토지정보체계론, 지적기초측량","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",66.2,67.1,65.0
537,지질학과,"광물학 및 실험, 자원지질학, 지하수학, 화석학 및 실험, 화성암석학 및 실험","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경, 인간과 환경, 환경 측정 관리",66.2,67.1,65.0
540,창업경영과,"입지 및 상권분석, 창업사례연구, 창업절차실무, 경영학개론, 사업계획실무, 프렌차이즈경영론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
541,천문학과,"관측천문학, 우주과학, 우주천문학, 천체물리학, 천체역학 개론","고급지구과학, 지구과학실험, 고급물리학, 물리학 실험, 과학과제 연구, 융합 과학 탐구, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 정보과학, 전기ᆞ전자 기초, 전기ᆞ전자 측정, 환경 측정 관리",62.3,69.0,52.5
542,철도경영과,"철도경영론, 철도영업실무, 철도물류관리, 철도안전관리, 도시철도론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
543,철도토목과,"궤도역학, 철도공학개론, 철도교량공학, 철도노반 공학, 철도설계실무","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
545,철도운전과,"전기기관차, 철도차량기기, 운전이론, 운전기술, 철도전기회로실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
546,철도전기제어과,"전기철도공학, 회로이론, 철도정보시스템, 전철전력공학, 차량전기시스템","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",72.2,71.7,78.6
547,철도교통과,"철도경영, 철도차량공학, 철도기계정비, 철도운전이론, 철도여객운송","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",65.7,63.8,80.0
549,청소년복지과,"사회복지론, 가족복지론, 청소년복지론, 청소년문화, 청소년심리 및 상담","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학, 커뮤니케이션, 인간 발달, 아동 복지, 빅데이터 분석",69.1,71.2,68.2
550,청소년지도학과,"청소년지도방법론, 청소년심리, 청소년 정책론, 청소년상담, 청소년 육성법규와 행정","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학, 커뮤니케이션, 인간 발달, 아동 복지, 빅데이터 분석",64.9,65.1,64.9
552,체육학과,"운동생리학, 운동역학, 운동영양학, 체육원리, 사회체육론, 스포츠심리학","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
556,축산과,"축산학개론, 동물생리학, 동물영양학, 축산가공, 가축유통","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제 연구, 생태와 환경, 정보과학, 임산 가공, 제조화학, 생명공학 기술, 산림 자원",77.6,80.2,71.6
